ID,VIDEOID,COMMENT,VIDEONAME
Ugwt5alJmt7rxVQxlqh4AaABAg,W_VzAap2vl0,I appreciated all crew wowwwwwwwww ....abiy from Ethiopia..........and absolutely music is in your blood jelooooooooooooooooooooooooooooooo,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyxwQ9Ee5pIlX-qULF4AaABAg,W_VzAap2vl0,I love JLO but she cant sing. Period,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyQZwxTNa6HIIUnU6B4AaABAg,W_VzAap2vl0,She never ages lol  so pretty,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugxq8CmYQCMB9bCtj2R4AaABAg,W_VzAap2vl0,"It&#39;s obvious that this interview is, purely, damage control for &quot;Jenny from the block&quot;, considering how she&#39;s been exposed more recently in ytube vids for being a music fraud in the culture of R&amp;B hip hop ...and her smile and laugh has always been SO FAKE to me! ..but hey -  &quot;ALL LIVES MATTER,&quot; right, J-Lo?","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyhuZysbDmuoNm0WsB4AaABAg,W_VzAap2vl0,I don&#39;t care what Berry or Stevie said! Jenny from the block had no business doing the Motown Tribute.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyZ-7AIU6bUWh1bsOd4AaABAg,W_VzAap2vl0,Jlo has that LA accent she doesn&#39;t have the ny accent,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugzr_cZhxLN7oURzd_V4AaABAg,W_VzAap2vl0,she still has no talent,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxML-KuWxqlBrIuIYJ4AaABAg,W_VzAap2vl0,Shes bori to the core man,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxLn_1Smrim7KX7BE14AaABAg,W_VzAap2vl0,Jlo seems fake and self concided,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgymQMimPaLwe5vDqnR4AaABAg,W_VzAap2vl0,JENNIFER LOPEZ!!!,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugwj5119SHtrS0SSjCN4AaABAg,W_VzAap2vl0,J.ho,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugxj-5gw2yC6wxBZkQJ4AaABAg,W_VzAap2vl0,TEAM LEO,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxJl7QApoULJ3hNQpt4AaABAg,W_VzAap2vl0,damn j lo be takin care of her body really well. even lindsay lohan looks older than her.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwkJuoih5H_9kNphip4AaABAg,W_VzAap2vl0,What time jlo talking about cardi ? Anyone ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugy1W6ejODF1-Jqp7rt4AaABAg,W_VzAap2vl0,"I now see why JLo has made it this far and is still one of the most relevant artist from the 90&#39;s. She&#39;s very intelligent and super articulate. Beyonce may have a stronger singing voice but JLo can still sing, dance, act, produce , and express herself very nicely. Beyonce could never express herself like JLo which is why you don&#39;t see her in interviews.","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxWLuP9YxZh6dTStZt4AaABAg,W_VzAap2vl0,No one from JLos time acquires this many views,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyH2ltvhaaxIXx1tC14AaABAg,W_VzAap2vl0,JLo is so relevant all her interviews have so many views and all her music videos accumulate to several billions of views.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyO5wHMfgFdN7bvuBF4AaABAg,W_VzAap2vl0,Queen JLo is here! We love this woman,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwwhU02FWEVh4VSvyl4AaABAg,W_VzAap2vl0,I love her laugh,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzK6L9xWLbwQIn0LWt4AaABAg,W_VzAap2vl0,Boring interview,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwvG30F7oualOugBiR4AaABAg,W_VzAap2vl0,"&quot;He couldn&#39;t think of anybody else to do it!&quot; So a white woman who can&#39;t sing to save her life was the best choice?!!! That&#39;s what&#39;s wrong with black people, we&#39;re so quick to accept everyone else even though we&#39;re rarely welcomed in! PATHETIC! Her performance was a joke!","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxZMjYkXOg5JngOQHp4AaABAg,W_VzAap2vl0,This nigga is so disrespectful lmao staring at her tits THE ENTIRE TIME,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyRLE3THeX5pcknTBt4AaABAg,W_VzAap2vl0,Diddy left the chat...,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzYNx2l3J_k0OBd6lN4AaABAg,W_VzAap2vl0,"I love Jlo, but Alex doesnt love her like she loves him.  Im sure he does love her but he doesnt show it like she does","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugwlb6YZL9YgDtceOYd4AaABAg,W_VzAap2vl0,Soooo.... Nobody&#39;s gonna ask when she plans on aging ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxYYrWe-CKRIwcb7fB4AaABAg,W_VzAap2vl0,"Ohp, the whore must be selling or promoting sumthin&#39;","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxqY7gyv2Jy3faYQN94AaABAg,W_VzAap2vl0,OMG those earrings looks so heavy.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwTtF3FjUR3up1M1lp4AaABAg,W_VzAap2vl0,Love me some JLO  thats my baby,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugzyv_vBN8kyL3ky0kB4AaABAg,W_VzAap2vl0,I love Jenny she is so real So human !  Im a long time fan ! Shes beautiful !,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugz5U8o4Dtm7HtVQLXh4AaABAg,W_VzAap2vl0,Anyone has a link to the interview from back in the day? :),"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugz9k8v7WlUobX_QAxN4AaABAg,W_VzAap2vl0,Jlo is a true leo,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugz6PIfA8WQH35K1UkJ4AaABAg,W_VzAap2vl0,If that were a black lady charlamane would have embarassed her and asked her about lip singing,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxSYteJGEF7rWW9Rk54AaABAg,W_VzAap2vl0,Why C tha God not smelling her chair and calling her vintage vagina?!? I miss that Charlemagne!,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyzYpkrFN5xsObroGd4AaABAg,W_VzAap2vl0,I ho rehearing the same shit for the 25 th time about marriage.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugx_tFCDYYuIoup75ox4AaABAg,W_VzAap2vl0,"This was a fun, light interview-I dug it","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxlOWh0Secj-XfeHZd4AaABAg,W_VzAap2vl0,"Litsen, I would suck her toes for 24 hours and sniff every fart she produces","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxCbcNXVd17rVz8_a94AaABAg,W_VzAap2vl0,"I didnt actually watched this, I hate Charlemagne over there. I just wanted to comment on how much of a 5 course meal JLO is ;)","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzbiiqYnnqCkk4nt_t4AaABAg,W_VzAap2vl0,elitist crap,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugw-XmIfA_iLFsoxjqZ4AaABAg,W_VzAap2vl0,I give it 2 years. The lady crazy. Probably got some mexican demon or ghost haunting her.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxjSxdD7WgDnmRzGyl4AaABAg,W_VzAap2vl0,She was not little when she was dating Diddy ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxIE7hMmO9Ob3Q_Hrp4AaABAg,W_VzAap2vl0,Ashanti &gt; JLO,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwX6CnpF-QJ1QOXr7t4AaABAg,W_VzAap2vl0,"Her ring is so big and heavy, she keeps adjusting it ","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxbGBXwEVcix-k5OdN4AaABAg,W_VzAap2vl0,My fkn baby boi,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzdIVvQnJMREDUIlhB4AaABAg,W_VzAap2vl0,JLO YOH ARE CERTAINLY LOOKING GOOD FOR YOUR AGE GIRL.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyqSRFbvniehY2I7kl4AaABAg,W_VzAap2vl0,"<a href=""https://www.youtube.com/watch?v=W_VzAap2vl0&amp;t=9m37s"">9:37</a> just look at Charlamagne for the few seconds after J Lo calls him sweetie.","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzNoXxUvq6Tz-LuVit4AaABAg,W_VzAap2vl0,She went to sapphires on 60st Manhattan...been there few times ...great experience...just have money ..lots lol 2k u can have fun,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxTHqU6zO0VST0fnDZ4AaABAg,W_VzAap2vl0,i wonder how much AFRICAN Blood JLO have in her DNA ???,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwyldghToMekn7ws4x4AaABAg,W_VzAap2vl0, her when she says my man is Dominican  ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwiRQVOeWLPPxOwVK94AaABAg,W_VzAap2vl0,Clit riding J. Hoe... this b*tch springboard her career off of Black culture,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugx-0HANMBgXsQduWe14AaABAg,W_VzAap2vl0,I farted.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwaPOPVUE0vcO8Mi8N4AaABAg,W_VzAap2vl0,J-Lo! You make 50 look fabulous!!,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyWMBiF1BycaQhFdkt4AaABAg,W_VzAap2vl0,When celebrities wanna be you tubers ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugxr0qsM1GAZ_BX8CnJ4AaABAg,W_VzAap2vl0,"<a href=""https://www.youtube.com/watch?v=W_VzAap2vl0&amp;t=29m52s"">29:52</a> Motown Question","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwO3OCglVxz51GdhR14AaABAg,W_VzAap2vl0,beautifull and so likeable! bellezaaaa,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugyk6U4VVQDgqUY5wul4AaABAg,W_VzAap2vl0,"Cardi b and her are both trash, which is why they bond","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyqYOOscfLqLK3-JDF4AaABAg,W_VzAap2vl0,I would love love to hear the Bronx accent.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzVELwFyyhe284JQ9d4AaABAg,W_VzAap2vl0,Didn&#39;t queen naiji do a medicine song?? hmmmm,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugx-Z49PQHeoEY32qAh4AaABAg,W_VzAap2vl0,"Living the good life let&#39;s you be you, and the best you.","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzOHCdbIbgttF1-nmJ4AaABAg,W_VzAap2vl0,I hate White Supremacy,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxyEXUVrFviVpG8TjB4AaABAg,W_VzAap2vl0,i wanna eat her all day everday day,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugz44sN1yJLwiAdzbud4AaABAg,W_VzAap2vl0,(regarding similarities between herself and Cardi B) &quot;I started as a dancer. She started as a dancer. But in different ways.&quot;  Very different ways.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzOBodemmIDgyb5UEh4AaABAg,W_VzAap2vl0,"Youre not the breakfast club. Molly Ringwald, Judd Nelson, Emilio Estevez, Ally Sheedy, Michael Anthony hall. Thats the breakfast club.   If you missed that movie it was fucking iconic and every time you say the breakfast club everyone thinks of that movie.    You need to pick a movie that didnt define a decade and a generation to name yourself after.  Thumbs up either way","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzogIPFiwUWXlWLyfJ4AaABAg,W_VzAap2vl0,They couldnt hang up her coat?!,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgxpnMPkKzQzNUn_DZd4AaABAg,W_VzAap2vl0,I still love players club tho! J-lo looks amazing!! The years have been kind to her.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugywdfc-fR6cDbbymJl4AaABAg,W_VzAap2vl0,I guess us black people had no right to be mad at her since she did it cuz she first got approval from Stevie Wonder. Got us black people looking angry as hell when motown originals said do it! Ima just mind my business next time. These celebrities different and representation doesnt matter in music. Its for everybody so ill keep that in mind.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyaHPWKVYIuDOpbbLB4AaABAg,W_VzAap2vl0,"That sounds good, but your from the Bronx Charlemagne jfmu wit det one","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwjdXLJnicnJqJVRAh4AaABAg,W_VzAap2vl0,"She old, damn","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwGo1RHmBZ4jy-VFrF4AaABAg,W_VzAap2vl0,Love how her face lights up when she talks about Alex,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgwDtQchHE1URj5efYx4AaABAg,W_VzAap2vl0,She&#39;s very humble.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyioBlJ86ylO0B7kYB4AaABAg,W_VzAap2vl0,Omg who did her extensions they look so awful ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzFlGTjeEKlTdUhHHV4AaABAg,W_VzAap2vl0,"J LO,will you marry me? One month is all I&#39;m asking for,nothing less,nothing more!","Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgzFcXdGDHQM_H_WXA94AaABAg,W_VzAap2vl0,Making music? You mean stealing music!! ,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyP5QyFiRN_qnGKxkl4AaABAg,W_VzAap2vl0,Sharlamane is a dumb.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
UgyVLU5pKy7d_N7eHm94AaABAg,W_VzAap2vl0,That long haired wig is not flattering. She&#39;s too old to be wearing her hair that long.,"Jennifer Lopez Talks Engagement, Diddy’s Instagram Comments, Bonding With Cardi B + More"
Ugx9B6f-92J6ZEtus1p4AaABAg,KUaVjms6yyY,"See more about Million Stories here: <a href=""http://www.millionstories.com/"">http://www.millionstories.com</a>   Official Mellogang Merch: <a href=""http://mellogang.com/"">http://mellogang.com</a>",Marshmello - Power (Official Music Video)
UgwX-sQ-Yw8h2mifPgp4AaABAg,KUaVjms6yyY,Really no milk   Just kidding its very funny no no Its not its just hilarious,Marshmello - Power (Official Music Video)
UgzitbluwzB9J4AF8Pp4AaABAg,KUaVjms6yyY,i bet the best dj wont heart this comment,Marshmello - Power (Official Music Video)
UgxZPzl10ObLGurh6Rd4AaABAg,KUaVjms6yyY,here before 1 million views ;),Marshmello - Power (Official Music Video)
UgzkDUFSgN3JAdYcqgd4AaABAg,KUaVjms6yyY,"Whoever reading this, I hope you become successful in life with everything you dreamed of, and accomplish more than you had imagined. I am a youtuber myself and I&#39;m not asking you to do anything. but I would love to hit  30k  with bell  turned on by the end of April ! THANK YOU, ALL OF YOUTUBE",Marshmello - Power (Official Music Video)
Ugxga5N2K-kPCqs-iUZ4AaABAg,KUaVjms6yyY,[_] KING OF DJ,Marshmello - Power (Official Music Video)
UgzlFzN9SfS-b-PgqAV4AaABAg,KUaVjms6yyY,11 sub!,Marshmello - Power (Official Music Video)
UgxbL3sKxrPa_VZsmjl4AaABAg,KUaVjms6yyY,ar-ra-sa,Marshmello - Power (Official Music Video)
UgyjPC2lEeFqd7NokOh4AaABAg,KUaVjms6yyY,And funny,Marshmello - Power (Official Music Video)
UgxA1XrroQ3_pVvlmLp4AaABAg,KUaVjms6yyY,Amazing,Marshmello - Power (Official Music Video)
UgyaeLGqatGAWZT-zD54AaABAg,KUaVjms6yyY,Wow,Marshmello - Power (Official Music Video)
UgyjJDjKC_fr2LKmhV14AaABAg,KUaVjms6yyY,Marshmello vc sempre arasando,Marshmello - Power (Official Music Video)
UgwwXlF5ergYdGt1zj94AaABAg,KUaVjms6yyY,What&#39;s wrong with his head?,Marshmello - Power (Official Music Video)
UgzUCSPQRxzIvAjM0r14AaABAg,KUaVjms6yyY,Any one noticed....*Dog walker,Marshmello - Power (Official Music Video)
Ugz-XTdV0lZf3bkANIl4AaABAg,KUaVjms6yyY,MELLOGANG FOR LIFE,Marshmello - Power (Official Music Video)
UgyNS7GZMeTPLLtT_4N4AaABAg,KUaVjms6yyY,Man :( not early,Marshmello - Power (Official Music Video)
UgwmM9TFRK50jY42CkB4AaABAg,KUaVjms6yyY,"Krzysztof Gonciarz tu :  <a href=""https://www.youtube.com/watch?v=KUaVjms6yyY&amp;t=1m08s"">1:08</a>   Krzysztof Gonciarz tam : <a href=""https://www.youtube.com/watch?v=KUaVjms6yyY&amp;t=1m11s"">1:11</a>",Marshmello - Power (Official Music Video)
UgyLIKi7ZkSCKP8eDt14AaABAg,KUaVjms6yyY,Marshmello issa milk after cereal person,Marshmello - Power (Official Music Video)
Ugxwx9Jq45oBu55TQV14AaABAg,KUaVjms6yyY,Wow mahrsmello  l love it,Marshmello - Power (Official Music Video)
UgxXHbrah7wOC0qJn6Z4AaABAg,KUaVjms6yyY,k.o,Marshmello - Power (Official Music Video)
Ugzbk7TzxjKuCHmjrit4AaABAg,KUaVjms6yyY,Mello is okay,Marshmello - Power (Official Music Video)
UgzyFGyI4bYOTHegUxZ4AaABAg,KUaVjms6yyY,Marshmallow is the best this music video says you want something you have to work for it hope yall are having a great day mello the best,Marshmello - Power (Official Music Video)
UgwhfQvvhCVIL9na7RB4AaABAg,KUaVjms6yyY,We love ur music!,Marshmello - Power (Official Music Video)
UgyT4ZVt-EF4DW6Zpxl4AaABAg,KUaVjms6yyY,,Marshmello - Power (Official Music Video)
Ugy83RPN1yQTw0NZ5cx4AaABAg,KUaVjms6yyY,Love it,Marshmello - Power (Official Music Video)
UgyHqseaSrZ4xiLUfJh4AaABAg,KUaVjms6yyY,hello marshmello,Marshmello - Power (Official Music Video)
Ugzdbw3DQCILyqCzz4d4AaABAg,KUaVjms6yyY,You are the besttttttttt,Marshmello - Power (Official Music Video)
UgzHFQeISrbz1N4X4gx4AaABAg,KUaVjms6yyY,The video reminds me of everyday,Marshmello - Power (Official Music Video)
UgzWJHU0V8X2wCvUy454AaABAg,KUaVjms6yyY,love you ,Marshmello - Power (Official Music Video)
Ugy2Kw6ivpPHzVI3zkR4AaABAg,KUaVjms6yyY,Like 164.098,Marshmello - Power (Official Music Video)
Ugx8tsaN7RjpvLk7PO54AaABAg,KUaVjms6yyY,Im a little marshmello,Marshmello - Power (Official Music Video)
UgxwDOrteLW4-I_K4rB4AaABAg,KUaVjms6yyY,"Another awesome song, marshmallow. You da greatest",Marshmello - Power (Official Music Video)
UgxJ433pjMiIt2c71ft4AaABAg,KUaVjms6yyY,Marshmello=1 like Alan walker=1 share,Marshmello - Power (Official Music Video)
UgxnIP8xjRvLz5aMEDJ4AaABAg,KUaVjms6yyY,Man its always the same music,Marshmello - Power (Official Music Video)
UgzIa-8yAPAkQszUbvN4AaABAg,KUaVjms6yyY,Whos better Marshmello:Like Deadmau5: Reply,Marshmello - Power (Official Music Video)
UgxmOzSjrfPCeqvXhm54AaABAg,KUaVjms6yyY,Hmmmm mirshmello likes fortnite.......alan walker likes pubg ..............who is betterboth of them lol i like pubg and fortnite,Marshmello - Power (Official Music Video)
UgyAxTrkXYsqk5QC_Wh4AaABAg,KUaVjms6yyY,Awesome song,Marshmello - Power (Official Music Video)
UgwueYgbbRCnUnZA_WZ4AaABAg,KUaVjms6yyY,MARSHMELLO IS GREAT!!!!! ,Marshmello - Power (Official Music Video)
UgwUQjx2kr_nZH48LkN4AaABAg,KUaVjms6yyY,cool,Marshmello - Power (Official Music Video)
UgzXH7f6DohFw1r0W654AaABAg,KUaVjms6yyY,Perfect Musik,Marshmello - Power (Official Music Video)
UgzAXoHkkjdz5NAiF_14AaABAg,KUaVjms6yyY,"<a href=""https://www.youtube.com/watch?v=KUaVjms6yyY&amp;t=0m15s"">0:15</a>  fortnite reference",Marshmello - Power (Official Music Video)
Ugz3U-TKHiZ6ynGuuyB4AaABAg,KUaVjms6yyY,Are u Collins Key??????????,Marshmello - Power (Official Music Video)
Ugyy-DUQeeyLAGhkREJ4AaABAg,KUaVjms6yyY,coooooooool tooooon :-D luv it !!!,Marshmello - Power (Official Music Video)
UgwXCGBFYkS8J-T1vEV4AaABAg,KUaVjms6yyY,Sudcride for the best video,Marshmello - Power (Official Music Video)
UgwpdvsktBjoISH0W_p4AaABAg,KUaVjms6yyY,You always inpsire me Mello .,Marshmello - Power (Official Music Video)
Ugxb7ySHhf52PNywNbt4AaABAg,KUaVjms6yyY,Oh my god I have the same computer case as marshmello !,Marshmello - Power (Official Music Video)
Ugyv3BPa_XZHFmouKQJ4AaABAg,KUaVjms6yyY,How much power Marshmello have?      ,Marshmello - Power (Official Music Video)
Ugzc3AgxxaOZnKKbDQ14AaABAg,KUaVjms6yyY,nul nul nul,Marshmello - Power (Official Music Video)
UgyfrPceHABp1bXyldx4AaABAg,KUaVjms6yyY,Your awesome!!!!!,Marshmello - Power (Official Music Video)
UgwP4PddsINfzt4B8314AaABAg,KUaVjms6yyY, Amazing</b>,Marshmello - Power (Official Music Video)
UgwpGT5B7NDZzlEQUuB4AaABAg,KUaVjms6yyY,Greats marshmello ,Marshmello - Power (Official Music Video)
UgzMJhcrsQsa5nwou894AaABAg,KUaVjms6yyY,This song is so bad. Where are the songs like Alone,Marshmello - Power (Official Music Video)
UgwFRT3YMEQRa4mUEvp4AaABAg,KUaVjms6yyY,Nice marshmello,Marshmello - Power (Official Music Video)
Ugz1ZTdvQM9OTtmzawJ4AaABAg,KUaVjms6yyY,i love you i from Brazil :3,Marshmello - Power (Official Music Video)
UgxP6ezYAuTDXoeQYtB4AaABAg,KUaVjms6yyY,FORTNITE?,Marshmello - Power (Official Music Video)
UgyOi_qS_bG1rZ-c3P94AaABAg,KUaVjms6yyY,Marshmallow best,Marshmello - Power (Official Music Video)
Ugz1vWeu4M3ZP_SUdvB4AaABAg,KUaVjms6yyY,Who&#39;s Is Better Diplo or Marshmello  Like for Marshmello Comment For Diplo  I prefer you to choose Marshmello,Marshmello - Power (Official Music Video)
UgwXyBBNfNOS0PUyDlx4AaABAg,KUaVjms6yyY,Brasilllllll,Marshmello - Power (Official Music Video)
UgwYhl0rknHgaphNvnF4AaABAg,KUaVjms6yyY,Haiii,Marshmello - Power (Official Music Video)
UgzrQ4xZeyGqxpv8gmB4AaABAg,KUaVjms6yyY, ,Marshmello - Power (Official Music Video)
UgzG-TBzc7I1H5d7dQN4AaABAg,KUaVjms6yyY,Get a job,Marshmello - Power (Official Music Video)
UgzTu-6er96Bd4_hdQ14AaABAg,KUaVjms6yyY,Are you friends with alan walker,Marshmello - Power (Official Music Video)
Ugybi_zqm4kVkX1p6cl4AaABAg,KUaVjms6yyY,yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,Marshmello - Power (Official Music Video)
UgwmRkDoXHRkouqS_3l4AaABAg,KUaVjms6yyY,"<a href=""https://www.youtube.com/watch?v=KUaVjms6yyY&amp;t=0m00s"">0:00</a> I sense a Cheerios with marshmallows incoming new cereal.",Marshmello - Power (Official Music Video)
UgwCXaiNZwOh1JS3foZ4AaABAg,KUaVjms6yyY,I used my brothers 3G to watch this,Marshmello - Power (Official Music Video)
Ugy_W0tyaj6wwMOrfYZ4AaABAg,KUaVjms6yyY,you re super,Marshmello - Power (Official Music Video)
UgxmEkAuCOHf17mF_Ft4AaABAg,KUaVjms6yyY,So powerful,Marshmello - Power (Official Music Video)
UgxJPyEM_rb1UncAcYd4AaABAg,KUaVjms6yyY,love it always,Marshmello - Power (Official Music Video)
UgwMzxMKzDBiGPYGlUF4AaABAg,KUaVjms6yyY,This will hit 100 million views,Marshmello - Power (Official Music Video)
UgzuqUc60uBS0Sl7rh94AaABAg,KUaVjms6yyY,The bed/sofa/chair is lava    5 4 3 2 1  ~like if you were too lazy to get up~ ,Marshmello - Power (Official Music Video)
UgyE2y7ujmvtiQeOJel4AaABAg,KUaVjms6yyY,Youtubes drunk probably   Cause this is still not #1 on trending yet!!!!!!!,Marshmello - Power (Official Music Video)
UgxoRsjvc95xFUvSOWZ4AaABAg,KUaVjms6yyY,I&#39;m gonna call 1-800-BE-MELLO haha and its funny mellos smile on the box was amazon,Marshmello - Power (Official Music Video)
UgxBP9ECXFBkNyFuiQx4AaABAg,KUaVjms6yyY,I wish I have the DJ Mixer,Marshmello - Power (Official Music Video)
UgxPG11AgltzFYYWnhZ4AaABAg,KUaVjms6yyY,MarshmelloBlackpink,Marshmello - Power (Official Music Video)
UgwXqtQ6vBDs621rEHt4AaABAg,KUaVjms6yyY,MARSHMELLO YOUR THE BEST   Thank you!!!!!,Marshmello - Power (Official Music Video)
UgxG7QUHlq8ZU1RNu9l4AaABAg,KUaVjms6yyY,:)  i`m eat marsmelloes and watch (offical music video),Marshmello - Power (Official Music Video)
Ugy4w0w4_LyK8AIaGCl4AaABAg,KUaVjms6yyY,,Marshmello - Power (Official Music Video)
Ugz2SThUX7Vb98FWkRd4AaABAg,KUaVjms6yyY,why is Marshmello sooo cute!!,Marshmello - Power (Official Music Video)
